Player,Rank,ID,.,Tm,Pos,#,Hgt,Wgt,WS,Age,Exp,Drafted,College,Hometown,Nationality,Secondary,Salary,Ct,Personality,NYAMBI,G,GS,MPG,PPG,RPG,APG,SPG,BPG,TPG,FG%,FT%,3P%,TS%,eFG%,OBPM,DBPM,BPM,OWS,DWS,WS.1,WS48,ORtg,DRtg,NetRtg,PER,EWA,VORP,ORB%,DRB%,REB%,AST%,STL%,BLK%,TOV%,USG%,$/WS,$/WS48,Cur,Pot,Off Archetype,Def Archetype,InsS,MidS,OutS,FrT,SlfC,ShtD,BalD,FlDr,Fnsh,Play,Pass,Grav,Spac,Hndl,Iso,PstE,PnrE,BBIQ,OnBD,OffD,Help,Stl,PstD,RimP,OffR,DefR,Ath,End,FstS,Quck,Spd,Str,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,MIN_adv,PER_adv,EWA_adv,OWS_adv,DWS_adv,WS_adv,WS48_adv,BPM_adv,OBPM_adv,DBPM_adv,VORP_adv,WARP,DRE,AWS,ORtg_adv,DRtg_adv,NetRtg_adv,RAPM,ORAPM,DRAPM,TS%_adv,3PAr,FTr,ORB%_adv,DRB%_adv,TRB%_adv,AST%_adv,STL%_adv,BLK%_adv,TOV%_adv,USG%_adv,PM,BoxC,OL,Spc,aTOV,Adj3P%,MIN_hsl,SA,SAPG,CSht,CSPG,DFL,DFPG,LBR,LBPG,CD,CDPG,MIN_shot,RimM,RimA,Rim%,ClsM,ClsA,Cls%,MidM,MidA,Mid%,LngM,LngA,Lng%,SL_3PM,SL_3PA,SL_3P%,SL_FT,SL_FTA,SL_FT%,2PM 0-2ft,2PA 0-2ft,Pct_2PM_0_2ft,2PM 2-4ft,2PA 2-4ft,Pct_2PM_2_4ft,2PM 4-6ft,2PA 4-6ft,Pct_2PM_4_6ft,2PM 6+ft,2PA 6+ft,Pct_2PM_6plus,3PM 0-2ft,3PA 0-2ft,Pct_3PM_0_2ft,3PM 2-4ft,3PA 2-4ft,Pct_3PM_2_4ft,3PM 4-6ft,3PA 4-6ft,Pct_3PM_4_6ft,3PM 6+ft,3PA 6+ft,Pct_3PM_6plus,MIN_onoff,On ORtg,Off ORtg,On Net,On DRtg,Off DRtg,Off Net,Floor Net,PO_Tm,PO_G,PO_GS,PO_MPG,PO_FG,PO_FGA,PO_FG%,PO_3P,PO_3PA,PO_3P%,PO_eFG%,PO_TS%,PO_FT,PO_FTA,PO_FT%,PO_ORB,PO_DRB,PO_TRB,PO_AST,PO_STL,PO_BLK,PO_TOV,PO_PF,PO_PPG,MIN_pt,Plays,Isolation_Poss,Isolation_PTS,Isolation_PPP,Isolation_eFG,PnR_BallHandler_Poss,PnR_BallHandler_PTS,PnR_BallHandler_PPP,PnR_BallHandler_eFG,PnR_Rollman_Poss,PnR_Rollman_PTS,PnR_Rollman_PPP,PnR_Rollman_eFG,PostUp_Poss,PostUp_PTS,PostUp_PPP,PostUp_eFG,SpotUp_Poss,SpotUp_PTS,SpotUp_PPP,SpotUp_eFG,Handoff_Poss,Handoff_PTS,Handoff_PPP,Handoff_eFG,Cut_Poss,Cut_PTS,Cut_PPP,Cut_eFG,OffScreen_Poss,OffScreen_PTS,OffScreen_PPP,OffScreen_eFG,Transition_Poss,Transition_PTS,Transition_PPP,Transition_eFG,Misc_Poss,Misc_PTS,Misc_PPP,Misc_eFG,WS_actual,ValueIndex,DollarPerWS,ScorePerUsage
marquez pearson,467,164149,face,Scorpions,PG,28.0,77 -             6'5“;,195,5.2,24,4,"#25, Scorpions, 2046",UC-Davis,"Ross, California",,,0,0,Introverted,12.8,79.0,9.0,19.2,6.7,2.1,6.3,1.1,0.1,0.8,0.42,0.821,0.327,0.532,0.5,3.6,-2.8,0.8,3.3,1.9,5.2,0.2,128.4,114.7,13.7,16.7,0.9,1.1,3.0,8.3,5.7,41.7,2.8,0.3,11.3,15.6,0,0,3.5,3.5,Primary Ballhandler,Point Of Attack,19,12,16,14,18,8,10,19,19,15,17,18,18,16,15,4,10,16,18,18,13,17,5,2,6,13,14,14,18,18,16,13,2.4,5.8,0.9,2.8,0.9,1.1,0.6,1.6,2.1,6.3,1.1,0.08,0.8,0.9,1517.2,16.7,0.9,3.3,1.9,5.2,0.164,0.8,3.6,-2.8,1.1,2.9,2.8,5.3,128.4,114.7,13.7,4.0,2.0,2.0,0.532,0.488,0.184,3.0,8.3,5.7,41.7,2.8,0.3,11.3,15.6,4.4,8.4,35.4,-0.4,5.6,0.327,1517.2,4.0,0.1,190.0,2.4,0.0,0.0,13.0,0.2,8.0,0.1,1517.2,84.0,124.0,0.677,22.0,60.0,0.367,8.0,32.0,0.25,5.0,18.0,0.278,73.0,223.0,0.327,84.0,69.0,0.821,29.0,68.0,0.426,60.0,125.0,0.48,33.0,96.0,0.344,70.0,168.0,0.417,0.0,3.0,0.0,12.0,40.0,0.3,17.0,63.0,0.27,44.0,117.0,0.376,1517,120.8,116.5,4.3,110.3,112.9,-2.7,7.0,Scorpions,14.0,0.0,10.1,1.2,2.6,0.459,0.4,1.4,0.3,0.541,0.568,0.3,0.3,1.0,0.4,0.6,0.9,3.2,0.29,0.07,0.4,0.4,3.1,1517.2,545.0,165.0,119.0,0.72,0.37,1.0,0.0,0.0,0.0,42.0,38.0,0.9,0.41,116.0,160.0,1.38,0.752,115.0,104.0,0.9,0.46,53.0,48.0,0.91,0.524,23.0,25.0,1.09,0.571,6.0,6.0,1.0,0.375,23.0,20.0,0.87,0.353,1.0,0.0,0.0,0.0,5.2,,0.0,0.4294871794871795
ike person jr,468,105670,face,Scorpions,C,29.0,83 -             6'11“;,250,3.0,30,11,"#13, Rockets, 2039",Georgetown,"Laguna Beach, California",United States,,10500000,1+1t,Egotistical,9.0,75.0,75.0,23.0,6.5,7.8,0.8,0.3,1.9,0.81,0.522,0.794,0.402,0.612,0.588,-1.8,1.5,-0.3,1.6,1.4,3.0,0.1,121.6,118.6,3.0,13.3,-1.9,0.7,7.8,28.8,17.9,4.5,0.7,6.9,13.3,11.4,"3,521,119","126,635,587",4.0,4.0,Roll-and-Cut Big,Anchor Big,10,13,14,14,15,7,18,9,8,5,6,11,5,3,14,7,14,15,1,4,19,16,18,18,19,17,9,10,11,10,5,18,2.6,4.9,0.7,1.6,0.7,0.9,1.8,6.0,7.8,0.8,0.32,1.93,0.8,1.8,1726.3,13.3,-1.9,1.6,1.4,3.0,0.083,-0.3,-1.8,1.5,0.7,2.0,1.0,4.9,121.6,118.6,3.0,4.0,3.3,0.8,0.612,0.332,0.185,7.8,28.8,17.9,4.5,0.7,6.9,13.3,11.4,1.9,0.4,14.9,0.2,11.9,0.379,1726.3,165.0,2.2,435.0,5.8,0.0,0.0,28.0,0.4,2.0,0.0,1726.3,108.0,154.0,0.701,28.0,74.0,0.378,7.0,18.0,0.389,0.0,0.0,,49.0,122.0,0.402,68.0,54.0,0.794,41.0,94.0,0.436,68.0,105.0,0.648,51.0,96.0,0.531,32.0,73.0,0.438,1.0,4.0,0.25,7.0,12.0,0.583,16.0,48.0,0.333,25.0,58.0,0.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1726.3,449.0,13.0,9.0,0.69,0.3,124.0,151.0,1.22,0.68,23.0,9.0,0.39,0.118,27.0,37.0,1.37,0.804,130.0,155.0,1.19,0.618,4.0,5.0,1.25,0.375,4.0,0.0,0.0,0.0,8.0,4.0,0.5,0.4,100.0,102.0,1.02,0.564,16.0,12.0,0.75,0.462,3.0,0.3523809523809524,3500000.0,0.5701754385964912
jonathan lokru,469,48758,face,Stars,C/PF,74.0,81 -             6'9“;,246,0.1,34,14,"#17, Bullets, 2036",North Carolina,"China Grove, North Carolina",United States,,0,0,Introverted,0.6,21.0,0.0,3.2,0.7,0.6,0.0,0.1,0.2,0.0,0.583,0.0,0.0,0.583,0.583,-1.7,-0.6,-2.3,0.0,0.1,0.1,0.1,122.8,118.1,4.8,10.0,-0.2,0.0,1.6,17.7,9.5,1.9,1.5,5.1,0.0,7.9,0,0,4.0,4.0,Roll-and-Cut Big,Mobile Big,18,1,3,15,8,4,17,18,15,9,8,5,1,6,7,18,16,13,2,10,16,9,17,16,19,20,11,14,14,7,8,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,122.9,116.2,6.7,128.3,119.6,8.6,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,0.0,0.08860759493670885
petar jovanovic,470,429888,face,Stonecutters,C,30.0,84 -             7'0“;,243,4.6,21,2,"#22, Scorpions, 2048",,"Surdulica, Serbia",Serbia,,3050000,1+1t,Leader,25.9,78.0,78.0,32.5,19.5,10.9,2.3,0.3,1.6,2.32,0.508,0.78,0.375,0.615,0.585,-2.3,1.9,-0.4,1.8,2.8,4.6,0.1,112.7,116.0,-3.3,18.2,3.4,1.0,6.0,28.6,17.5,10.9,0.4,4.1,12.8,24.6,"665,709","35,185,494",3.0,4.0,Pick-and-Pop Big,Anchor Big,16,13,14,10,4,1,8,18,13,1,17,9,8,2,7,13,12,8,3,19,5,9,14,15,16,18,10,12,11,8,4,11,7.2,14.2,2.2,5.8,2.8,3.6,1.8,9.1,10.9,2.3,0.27,1.59,2.3,2.1,2537.0,18.2,3.4,1.8,2.8,4.6,0.087,-0.4,-2.3,1.9,1.0,2.8,2.4,8.5,112.7,116.0,-3.3,-0.6,1.9,-2.5,0.615,0.411,0.254,6.0,28.6,17.5,10.9,0.4,4.1,12.8,24.6,0.6,4.2,33.0,0.1,10.6,0.375,2537.0,296.0,3.8,615.0,7.9,0.0,0.0,20.0,0.3,6.0,0.1,2537.0,252.0,364.0,0.692,110.0,222.0,0.495,30.0,63.0,0.476,1.0,5.0,0.2,171.0,456.0,0.375,282.0,220.0,0.78,123.0,244.0,0.504,189.0,310.0,0.61,123.0,250.0,0.492,129.0,306.0,0.422,2.0,10.0,0.2,26.0,69.0,0.377,58.0,148.0,0.392,85.0,229.0,0.371,2537,119.5,111.9,7.6,118.6,114.9,3.7,3.9,,,,,,,,,,,,,,,,,,,,,,,,,2537.0,1397.0,43.0,21.0,0.49,0.328,334.0,408.0,1.22,0.656,30.0,24.0,0.8,0.423,114.0,140.0,1.23,0.654,584.0,608.0,1.04,0.561,26.0,30.0,1.15,0.659,9.0,9.0,1.0,0.643,80.0,87.0,1.09,0.563,154.0,167.0,1.08,0.613,23.0,11.0,0.48,0.182,4.6,1.8360655737704918,663043.4782608696,0.7926829268292682
granddi ayé,471,524021,face,Thunder,PG,0.0,78 -             6'6“;,188,,19,0,"#11, Thunder, 2050",Florida,"Fegersheim, France",,,0,0,Eccentric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.0,4.5,Shot Creator,Point Of Attack,14,10,13,13,15,10,16,5,7,12,14,17,11,12,10,1,13,15,14,13,10,13,7,2,1,5,15,11,16,15,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flynn barker,472,417997,face,Wolves,PG/SG,7.0,76 -             6'4“;,183,0.1,22,4,"#29, Crusaders, 2046",,"Goulburn, Australia",Australia,,0,0,Leader,6.3,4.0,0.0,6.3,3.0,0.5,1.0,0.3,0.0,0.0,0.5,1.0,0.4,0.676,0.625,3.6,-3.4,0.2,0.1,0.0,0.1,0.2,149.3,125.4,23.9,17.4,0.0,0.0,0.0,8.8,4.3,22.6,2.0,0.0,0.0,15.6,0,0,3.5,3.5,Shot Creator,Point Of Attack,20,13,18,14,17,15,11,16,19,16,12,13,16,15,9,3,11,12,17,12,15,13,1,2,8,9,13,7,11,13,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,110.6,115.5,-4.8,97.9,122.3,-24.5,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,0.0,0.19230769230769232
luis oliveira,473,402727,face,Calaveras,PG,0.0,74 -             6'2“;,190,2.3,25,4,"#40, Calaveras, 2046",,"Guarulhos, Brazil",Brazil,,0,0,Eccentric,5.1,82.0,0.0,17.4,8.7,1.6,4.5,0.9,0.1,0.96,0.408,0.729,0.351,0.541,0.52,1.0,-1.9,-0.9,2.4,-0.2,2.3,0.1,120.1,127.0,-6.9,17.5,1.4,0.4,3.3,6.4,4.8,37.3,2.6,0.5,10.7,22.7,0,0,3.5,3.5,Primary Ballhandler,Point Of Attack,18,11,19,15,20,13,10,18,18,17,18,18,9,16,17,2,9,15,18,14,16,12,2,3,6,7,13,8,16,16,13,8,3.1,7.5,1.7,4.8,1.0,1.3,0.6,1.0,1.6,4.5,0.89,0.1,1.0,0.8,1430.0,17.5,1.4,2.4,-0.2,2.3,0.076,-0.9,1.0,-1.9,0.4,1.1,2.0,4.5,120.1,127.0,-6.9,0.5,0.9,-0.4,0.541,0.634,0.174,3.3,6.4,4.8,37.3,2.6,0.5,10.7,22.7,-1.7,10.5,43.1,-0.3,6.4,0.351,1430.0,1.0,0.0,163.0,2.0,0.0,0.0,17.0,0.2,4.0,0.0,1430.0,70.0,119.0,0.588,21.0,42.0,0.5,15.0,35.0,0.429,8.0,29.0,0.276,137.0,390.0,0.351,107.0,78.0,0.729,28.0,71.0,0.394,72.0,174.0,0.414,63.0,164.0,0.384,88.0,206.0,0.427,0.0,4.0,0.0,29.0,99.0,0.293,47.0,130.0,0.362,61.0,157.0,0.389,1430,118.5,117.1,1.4,122.9,125.3,-2.3,3.7,,,,,,,,,,,,,,,,,,,,,,,,,1430.0,740.0,202.0,170.0,0.84,0.429,5.0,9.0,1.8,1.125,60.0,38.0,0.63,0.356,69.0,89.0,1.29,0.683,221.0,267.0,1.21,0.664,95.0,72.0,0.76,0.455,55.0,43.0,0.78,0.383,8.0,0.0,0.0,0.0,24.0,23.0,0.96,0.389,1.0,0.0,0.0,,2.3,,0.0,0.3832599118942731
kam wolters,474,417254,face,Colonels,C/PF,45.0,83 -             6'11“;,231,0.2,24,2,"#57, Colonels, 2048",Villanova,"Brooks, Canada",,,1750000,1,Friendly,6.4,59.0,0.0,7.8,1.8,2.4,0.2,0.1,0.3,0.2,0.523,0.436,0.0,0.518,0.523,-5.2,-1.7,-6.9,-0.1,0.4,0.2,0.0,102.7,118.6,-15.9,8.8,-1.5,-0.6,4.5,27.7,15.9,2.6,0.6,3.8,10.2,11.1,"7,074,977","68,185,088",3.5,3.5,Post Scorer,Anchor Big,18,6,5,9,11,6,9,18,18,4,2,9,4,1,6,16,6,16,7,8,17,5,17,17,13,16,9,10,10,9,3,17,0.8,1.5,0.0,0.0,0.3,0.7,0.3,2.0,2.4,0.2,0.1,0.34,0.2,0.6,462.6,8.8,-1.5,-0.1,0.4,0.2,0.026,-6.9,-5.2,-1.7,-0.6,-1.5,-0.2,1.0,102.7,118.6,-15.9,-2.6,-3.1,0.5,0.518,0.0,0.443,4.5,27.7,15.9,2.6,0.6,3.8,10.2,11.1,-2.1,0.2,13.3,0.0,9.6,0.0,462.6,21.0,0.4,91.0,1.5,0.0,0.0,7.0,0.1,1.0,0.0,462.6,26.0,39.0,0.667,15.0,29.0,0.517,4.0,17.0,0.235,1.0,3.0,0.333,0.0,0.0,0.0,39.0,17.0,0.436,18.0,36.0,0.5,24.0,39.0,0.615,1.0,8.0,0.125,3.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463,105.6,112.6,-7.0,116.9,120.0,-3.1,-3.9,,,,,,,,,,,,,,,,,,,,,,,,,462.6,118.0,0.0,0.0,0.0,,22.0,25.0,1.14,0.769,18.0,14.0,0.78,0.5,9.0,5.0,0.56,0.333,12.0,9.0,0.75,0.444,1.0,0.0,0.0,,0.0,0.0,0.0,,31.0,24.0,0.77,0.423,21.0,26.0,1.24,0.579,4.0,4.0,1.0,0.667,0.2,-0.22857142857142856,8750000.0,0.16216216216216217
marcello ebinum,475,183339,face,Cyclones,SG/SF,55.0,77 -             6'5“;,198,-0.1,23,1,"#53, Jaguars, 2049",Michigan,"Worcester, Massachusetts",,,1750000,1+1t,Introverted,4.5,19.0,0.0,12.5,4.6,2.3,1.5,0.8,0.1,0.58,0.294,0.909,0.304,0.407,0.377,-1.5,-0.3,-1.8,-0.3,0.2,-0.1,0.0,97.8,116.6,-18.8,11.1,-0.6,0.0,8.5,9.8,9.2,17.1,3.4,0.3,8.9,21.4,"-16,595,234","-82,215,554",3.5,3.5,Secondary Creator,Point Of Attack,14,9,16,17,13,15,17,6,16,9,11,14,11,9,15,2,9,13,18,18,8,16,2,1,15,15,14,10,7,18,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,121.4,115.9,5.5,111.9,116.3,-4.4,9.9,Cyclones,1.0,1.0,33.0,7.0,15.0,0.467,1.0,5.0,0.2,0.033,0.5,0.0,0.0,0.0,3.0,2.0,5.0,1.0,0.0,0.0,2.0,2.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,-0.05714285714285715,-17500000.0,0.21495327102803738
kylian fontaine,476,422032,face,Devils,SF,0.0,81 -             6'9“;,236,3.1,19,1,"#8, Devils, 2049",,"Toulon, France",France,,5050000,2+1t,Driven,22.7,82.0,82.0,31.0,9.1,4.5,2.7,1.4,1.1,0.99,0.491,0.828,0.0,0.553,0.491,-2.7,1.5,-1.2,1.4,1.7,3.1,0.1,114.5,119.8,-5.4,11.6,-5.0,0.5,3.8,11.3,7.6,11.6,2.1,3.5,10.7,13.0,"1,635,585","86,685,996",3.0,4.5,Glue Guy,Helper,14,9,9,15,14,6,11,15,10,10,15,8,17,16,8,2,15,15,9,12,10,11,10,11,9,10,19,7,17,16,16,7,3.5,7.1,0.0,0.0,2.1,2.5,1.1,3.4,4.5,2.7,1.37,1.15,1.0,1.4,2544.0,11.6,-5.0,1.4,1.7,3.1,0.058,-1.2,-2.7,1.5,0.5,1.3,1.4,5.3,114.5,119.8,-5.4,-6.5,-3.7,-2.8,0.553,0.0,0.359,3.8,11.3,7.6,11.6,2.1,3.5,10.7,13.0,-9.2,1.1,18.3,0.0,8.4,0.0,2544.0,61.0,0.7,328.0,4.0,0.0,0.0,30.0,0.4,8.0,0.1,2544.0,178.0,302.0,0.589,59.0,132.0,0.447,26.0,80.0,0.325,23.0,68.0,0.338,0.0,0.0,0.0,209.0,173.0,0.828,89.0,218.0,0.408,96.0,189.0,0.508,33.0,61.0,0.541,68.0,114.0,0.596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2544,108.9,115.1,-6.2,123.7,109.4,14.4,-20.5,,,,,,,,,,,,,,,,,,,,,,,,,2544.0,756.0,117.0,106.0,0.91,0.414,7.0,11.0,1.57,0.6,48.0,27.0,0.56,0.256,124.0,172.0,1.39,0.7,223.0,206.0,0.92,0.457,93.0,95.0,1.02,0.542,82.0,62.0,0.76,0.39,5.0,3.0,0.6,0.0,56.0,61.0,1.09,0.535,1.0,2.0,2.0,,3.1,0.712871287128713,1629032.2580645161,0.7
zaye crooks,477,436860,face,Dragons,C,0.0,81 -             6'9“;,229,,21,0,"#29, Dragons, 2050",Notre Dame,"Terre Haute, Indiana",,,0,0,Egotistical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.0,4.0,Post Scorer,Anchor Big,14,13,10,13,5,2,7,13,17,2,9,5,3,4,9,16,5,16,3,7,12,3,14,16,13,16,12,12,8,11,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jermaine kersten,478,145015,face,Free Agent,SG/PG,8.0,75 -             6'3“;,199,0.2,26,3,Undrafted (2046),Marquette,"Fayetteville, North Carolina",,,0,0,Confident,4.0,6.0,0.0,14.3,3.7,1.2,3.3,0.8,0.0,0.67,0.5,1.0,0.143,0.569,0.528,3.8,-3.6,0.2,0.1,0.1,0.2,0.1,125.3,115.4,9.9,12.2,-0.1,0.0,2.4,6.0,4.2,28.9,2.8,0.0,17.2,11.6,0,0,3.0,3.0,Primary Ballhandler,Point Of Attack,16,14,16,18,15,19,8,17,20,15,18,14,9,17,15,4,7,18,16,17,17,11,2,1,5,9,13,9,9,15,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,0.0,0.31896551724137934
rulon fehr,479,451955,face,Giants,PF/C,9.0,81 -             6'9“;,246,0.5,21,1,"#21, Giants, 2049",Virginia Tech,"New York, New York",,,3150000,2+1t,Disruptive,13.3,19.0,0.0,16.6,3.2,3.9,1.4,0.4,0.6,0.58,0.518,0.2,0.0,0.497,0.518,1.9,-0.1,1.7,0.1,0.4,0.5,0.1,112.4,114.9,-2.5,9.4,-1.0,0.3,9.1,15.3,12.1,10.3,1.1,3.5,15.4,9.7,"6,502,475","42,658,943",3.5,4.5,Versatile Big,Mobile Big,14,8,6,7,9,2,9,7,8,9,13,11,5,16,13,15,14,10,8,12,15,7,9,12,11,13,16,17,14,13,16,12,1.5,2.9,0.0,0.0,0.1,0.5,1.5,2.4,3.9,1.4,0.37,0.63,0.6,1.4,314.9,9.4,-1.0,0.1,0.4,0.5,0.074,1.7,1.9,-0.1,0.3,0.8,-0.3,2.3,112.4,114.9,-2.5,-5.5,-3.3,-2.2,0.497,0.0,0.179,9.1,15.3,12.1,10.3,1.1,3.5,15.4,9.7,-8.2,0.6,14.7,0.0,11.7,0.0,314.9,30.0,1.6,61.0,3.2,0.0,0.0,3.0,0.2,0.0,0.0,314.9,19.0,35.0,0.543,8.0,18.0,0.444,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,2.0,0.2,9.0,22.0,0.409,16.0,23.0,0.696,1.0,7.0,0.143,3.0,4.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315,99.4,118.1,-18.7,121.7,112.3,9.4,-28.1,,,,,,,,,,,,,,,,,,,,,,,,,314.9,71.0,0.0,0.0,0.0,,17.0,18.0,1.06,0.667,5.0,4.0,0.8,0.667,6.0,4.0,0.67,0.333,7.0,6.0,0.86,0.6,3.0,4.0,1.33,0.667,0.0,0.0,0.0,,9.0,4.0,0.44,0.286,11.0,12.0,1.09,0.545,13.0,8.0,0.62,0.444,0.5,0.253968253968254,6300000.0,0.3298969072164949
sebastian hazle,480,172547,face,Giants,SF,13.0,80 -             6'8“;,223,2.8,24,3,"#10, Giants, 2047",Auburn,"Memphis, Tennessee",,,4750000,1,Confident,6.4,82.0,2.0,19.5,9.0,1.7,2.5,1.1,0.1,1.01,0.446,0.869,0.301,0.54,0.494,0.3,-1.0,-0.7,0.9,1.9,2.8,0.1,112.3,115.5,-3.1,13.7,-1.4,0.5,2.7,6.4,4.5,17.7,2.9,0.5,10.8,20.5,"1,722,410","57,252,193",3.5,3.5,Slasher,Wing Stopper,18,15,19,17,15,18,16,19,13,11,19,16,10,17,11,2,11,17,16,14,11,19,7,3,3,5,14,16,16,8,9,8,3.4,7.6,0.7,2.4,1.5,1.8,0.5,1.2,1.7,2.5,1.12,0.1,1.0,0.9,1595.5,13.7,-1.4,0.9,1.9,2.8,0.083,-0.7,0.3,-1.0,0.5,1.5,1.1,3.5,112.3,115.5,-3.1,-7.0,-4.5,-2.5,0.54,0.316,0.233,2.7,6.4,4.5,17.7,2.9,0.5,10.8,20.5,-3.1,4.6,31.8,-0.6,8.1,0.3,1595.5,18.0,0.2,230.0,2.8,0.0,0.0,23.0,0.3,5.0,0.1,1595.5,146.0,226.0,0.646,39.0,97.0,0.402,20.0,69.0,0.29,13.0,33.0,0.394,59.0,196.0,0.301,145.0,126.0,0.869,61.0,140.0,0.436,103.0,206.0,0.5,39.0,95.0,0.411,74.0,180.0,0.411,0.0,5.0,0.0,15.0,49.0,0.306,15.0,53.0,0.283,29.0,89.0,0.326,1595,109.3,121.7,-12.4,116.6,110.7,5.9,-18.4,Giants,5.0,0.0,10.2,0.8,2.6,0.308,0.0,1.2,0.0,0.308,0.448,1.2,1.2,1.0,0.2,0.6,0.8,0.6,0.4,0.0,0.2,0.2,2.8,1595.5,759.0,228.0,190.0,0.83,0.405,4.0,3.0,0.75,0.375,86.0,76.0,0.88,0.453,128.0,189.0,1.48,0.757,183.0,144.0,0.79,0.417,34.0,27.0,0.79,0.4,11.0,6.0,0.55,0.333,14.0,11.0,0.79,0.5,69.0,80.0,1.16,0.612,2.0,0.0,0.0,0.0,2.8,0.6947368421052631,1696428.5714285716,0.43902439024390244
